,id,title,canonical title,imdbIndex,kind,year,rating,mpaa,votes,runtimes,color info,genres,languages,plot,countries,director,writer,cast,certificates,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Short,Thriller,War,Western,Talk-Show,News,Game-Show,Reality-TV,History,Sport
157,tt0027819,Joe il rosso,Joe il rosso,null,movie,1936,6.1,null,7,[u'Italy:82'],[u'Black and White'],[u'Comedy'],[u'Italian'],null,[u'Italy'],['Raffaello Matarazzo'],"['Dino Falconi', 'Guglielmo Giannini']",null,null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,tt0027920,null,null,null,movie,1936,7.2,null,67,[u'Hungary:82'],[u'Black and White'],[u'Drama'],[u'Hungarian'],null,[u'Hungary'],['Steve Sekely'],null,null,null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,tt0029736,Vivere!,Vivere!,null,movie,1936,null,null,null,[u'Italy:88'],[u'Black and White'],[u'Drama'],[u'Italian'],null,[u'Italy'],['Guido Brignone'],"['Guido Brignone', 'Amleto Palermi', 'Tomaso Smith']",null,null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,tt0031903,Scouts to the Rescue,Scouts to the Rescue,null,movie,1939,6.5,null,32,[u'231::(12 episodes)'],[u'Black and White'],"[u'Action', u'Adventure', u'Crime', u'Mystery', u'Thriller']",[u'English'],"[u'Filmed in the Sierra Nevada mountains near Sonora, California, this Universal serial (made in that short two-year span of time when they chose to be identified as The New Universal) is Universal\'s 40th sound-era serial, made and released between ""Red Barry"" and ""Buck Rogers"", and has Eagle Scout Bruce Scott, leader of Martinsville Troop Number One, and his pack setting off in search of lost treasure, using a map provided by Tenderfoot scout Skeets Scanlon Scoutmaster Hale leaves the expedition to rush home to an ailing wife, but Bruce and the scouts push on and the map leads them to ""Ghost Town"", where the treasure turns out to be a large cache of counterfeit $20 bills and the plates used to print them. The troop also discover a lost branch of Inca Indians living in the mountains and still undetected in 1939. The tribe gives ferocious efforts to keep the scouts from discovering their Temple cave because it contains a huge radium deposit known to them only for its ability to heal wounds. Joined by G-Man Hal Marvin, on the trail of the counterfeiting ring led by Pug O\'Toole and Doc, the scouts face many battles and opposition from both the gangsters and the tribe.']",[u'USA'],"['Alan James', 'Ray Taylor']","['Irving Crump', 'Wyndham Gittens', 'George H. Plympton', 'Basil Dickey', 'Joseph F. Poland']","['Jackie Cooper', 'Vondell Darr', 'Edwin Stanley', 'William Ruhl', 'Bill Cody Jr.', 'David Durand', 'Ralph Dunn', 'Frank Coghlan Jr.', 'Ivan Miller', 'Victor Adams', 'Jason Robards Sr.', 'Sidney Miller', 'Dick Botiller', 'George Regas', 'Jack Mulhall', 'Edwin Brian', 'Emmett Vogan', 'Sam Bernard', 'Lee Phelps', 'Ed Brady', 'Bill Cartledge', 'Iron Eyes Cody', 'Jim Hussey', 'Lucien Maxell', 'David McKim', 'Eddie Parker', 'Franklin D. Roosevelt', 'Tom Steele', 'Max Wagner']",null,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
161,tt0033505,Cyclone on Horseback,Cyclone on Horseback,null,movie,1941,6.3,null,46,[u'60'],[u'Black and White'],"[u'Action', u'Music', u'Western']",[u'English'],"[u""Delivering horses, Stan Bradford gets caught up in Cobb Wayne's attempt to stop Jeff Corbin from completing the telephone line. If Corbin fails to meet the deadline, Wayne can take over. Bradford wants to return to his ranch, but when Wayne's man shoots Corbin, he takes over the job.""]",[u'USA'],['Edward Killy'],"['Norton S. Parker', 'Tom Gibson', 'Morton Grant']","['Tim Holt', 'Marjorie Reynolds', 'Ray Whitley', ""Lee 'Lasses' White"", 'Harry Worth', 'Dennis Moore', 'Eddie Dew', 'Monte Montague', 'Slim Whitaker', 'Max Wagner', 'John Dilson', 'Lew Kelly', 'Ken Card', 'James Carlisle', 'Martin Faust', 'Terry Frost', 'John Ince', 'Lloyd Ingraham', 'Jack Kirk', 'Paul Le Pere', 'Mike Luna', 'Cactus Mack', 'Jack Montgomery', 'Harry Moore', ""William J. O'Brien"", ""Frank O'Connor"", 'Jane Patten', 'Walter Shumway', 'Buster Steele', ""Armand 'Curly' Wright""]",null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
162,tt0070373,Maria Rosa la guardona,Maria Rosa la guardona,null,movie,1973,5.0,null,6,[u'UK:94'],[u'Color'],null,[u'Italian'],[u'Country bumpkin Maria Rosa becomes the new maid in a second-rate Roman hotel. A hole in the wall behind the mirror in her room turns her and a horny bellboy into voyeurs.'],[u'Italy'],['Marino Girolami'],"['Leila Buongiorno', 'Carlo Veo']","['Isabella Biagini', 'Ninetto Davoli', 'Riccardo Garrone', 'Rosemarie Lindt', 'Silvio Bagolini', 'Adolfo Belletti', 'Pupo De Luca', 'Marco Tulli', 'Bruna Beani', 'Raffaele Curi', 'Marzia Damon', 'Franco Diogene', 'Alberto Fogliani', 'Ennio Girolami', 'Luigi Antonio Guerra', 'Rodolfo Licari', 'Franco Mazzieri', 'Loredana Mongardini', 'Paul Muller', 'Maria Teresa Piaggio']",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
163,tt0081577,null,null,null,movie,1980,6.8,null,5,null,[u'Color::(Eastmancolor)'],null,[u'Spanish'],"[u""Mar\xeda, a young and attractive woman, loses her job, meets Luis, a young man with no stable job neither, his wife supports him. Luis wants to start a relationship with Mar\xeda, but she doesn't. She prefers to be with Luis' friends instead.""]",[u'Spain'],null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
164,tt0089876,null,null,null,movie,1986,3.8,null,10,null,[u'Color'],[u'Crime'],[u'Italian'],null,[u'Italy'],['Flavio Mogherini'],"['Massimo De Rita', 'Flavio Mogherini']",null,null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,tt0098376,Spooner,Spooner,null,tv movie,1989,7.4,null,97,[u'USA:98'],[u'Color'],[u'Drama'],[u'English'],[u'An escaped forger (Robert Urich) poses as a high-school wrestling coach.'],[u'USA'],['George Miller'],['Peter I. Baloff'],"['Diane Adair', 'Conrad Bachmann', 'Gary Bairos', 'Katie Barberi', 'Brandi Burkett', 'Jorga Caye', 'Keith Coogan', 'Barry Corbin', 'Brent David Fraser', 'Paul Gleason', 'Jane Kaczmarek', 'Rick Lenz', 'Henry Priest', 'Jim Townsend', 'Robert Urich']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,tt0099403,Le denier du colt,"denier du colt, Le",null,tv movie,1990,4.6,null,18,null,[u'Color'],[u'Crime'],[u'French'],"[u'Four murders in forty-eight hours happen in Nice. The murderer calls himself ""The Exterminator"" and the police are unable to catch him. Tom Lepski is an insurance detective and he get involved in the investigation when Liza Mendoza, a famous violinist and a friend, is killed just a few minutes before Tom visit her. After another rich woman killing, Tom finds out that all the victims were members of the exclusive Fifty Club. All of them but Lisa.']",[u'France'],['Claude Bernard-Aubert'],"['Claude Bernard-Aubert', 'James Hadley Chase', 'Sergio Gobbi', 'Alec Medieff']",null,null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,tt0121799,null,null,null,tv series,1994,8.1,null,75,[u'30::(6 episodes)'],[u'Color'],"[u'Animation', u'Adventure', u'Drama', u'Sci-Fi']",[u'Japanese'],null,[u'Japan'],['Hideki Tonokatsu'],"['Jack Fletcher', 'Hiroyuki Kawasaki', 'Ellen Moore', 'Rei Nakahara']",null,null,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,tt0124904,To som elsker hinanden,To som elsker hinanden,null,movie,1944,4.5,null,13,[u'98'],[u'Black and White'],[u'Family'],[u'Danish'],null,[u'Denmark'],null,null,null,null,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,tt0169871,null,null,null,movie,1981,3.1,null,30,[u'81'],[u'Color'],[u'Comedy'],[u'Italian'],null,[u'Italy'],['Marino Girolami'],"['Andrea Brambilla', 'Gino Capone', 'Nino Formicola']","['Felice Andreasi', 'Massimo Boldi', 'Andy Luotto', 'Adriana Russo', 'Giorgio Porcaro', 'Gianni Ciardo', 'Giorgio Ariani', 'Andrea Brambilla', 'Ernst Thole', 'Nino Formicola', 'Mirton Vajani', 'Massimo Pongolini', 'Leo Gullotta', 'Pino Caruso', 'Fernando Cerulli', 'Sofia Lombardo', 'Sabrina Mastrolorenzi', 'Giucas Casella', 'Pippo Baudo', 'Enrico Beruschi']",null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,tt0215655,Confessions of a Bad Girl,Confessions of a Bad Girl,null,movie,1965,7.0,null,5,[u'63'],[u'Color'],[u'Drama'],[u'English'],"[u'Judith, a pretty young girl from a small town, comes to New York City determined to become a famous actress. She auditions for a variety of modeling and acting jobs, and finds out that the men she\'s auditioning for expect more than one kind of ""audition"" from her.']",[u'USA'],['Barry Mahon'],null,"['Judy Adler', 'Dawn Bennett', 'Anna Karol', 'Byron Mabe', 'June Roberts', 'Marlene Starr']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,tt0230840,Sympathy,Sympathy,null,movie,1929,null,null,null,[u'USA:10'],[u'Black and White'],"[u'Short', u'Comedy']",[u'English'],null,[u'USA'],['Bryan Foy'],"['Murray Roth', 'Edmund Joseph']","['Hobart Cavanaugh', 'Regina Wallace', 'Harry Shannon', 'Wynne Gibson', 'Loretta Shea', 'Hugh Carel', 'Alan Goode', 'Fred Sumner', 'Rella Winn', 'Leona Woodworth']",null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,tt0244320,Encadenada (El yugo),Encadenada (El yugo),null,movie,1947,6.5,null,6,null,[u'Black and White'],[u'Drama'],[u'Spanish'],"[u'Eugenia marries Enrique, but after the wedding her husband turns out to be a jealous man who keeps her from living her life. After Eugenia gets pregnant Enrique fears the baby may be from another man.']",[u'Mexico'],null,null,null,null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,tt0256173,Man and His Kingdom,Man and His Kingdom,null,movie,1922,null,null,null,null,[u'Black and White'],[u'Adventure'],null,"[u""In South America the wife of the president's son loves the leader of a revolution.""]",[u'UK'],['Maurice Elvey'],"['A.E.W. Mason', 'Kinchen Wood']","['Valia', 'Harvey Braban', 'Bertram Burleigh', 'Lewis Gilbert', 'Gladys Jennings', 'M.A. Wetherell']",null,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,tt0365801,Strefa ciszy,Strefa ciszy,null,movie,2001,5.8,null,63,[u'Poland:89'],[u'Color'],[u'Thriller'],[u'Polish'],null,[u'Poland'],['Krzysztof Lang'],"['Lidia Dzierba', 'Marek Kreutz', 'Krzysztof Lang']",null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
175,tt0376804,Oedipus Rex,Oedipus Rex,null,movie,1972,7.4,null,68,[u'6'],[u'Color'],"[u'Drama', u'Short']",[u'English'],[u'A short student film with Bruce Campbell made in 1972.'],[u'USA'],['Josh Becker'],"['Josh Becker', 'Sophocles']","['Josh Becker', 'Bruce Campbell', 'Ann Debenham', 'Scott Spiegel']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
176,tt0430042,Earl Burtnett and His Biltmore Hotel Orchestra,Earl Burtnett and His Biltmore Hotel Orchestra,I,movie,1928,5.7,null,6,[u'USA:8'],[u'Black and White'],"[u'Short', u'Music']",[u'English'],null,[u'USA'],null,null,['Earl Burtnett'],null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
177,tt0445221,A Bird in the Hand,"Bird in the Hand, A",II,movie,1929,null,null,null,[u'USA:9'],[u'Black and White'],"[u'Comedy', u'Short']",[u'English'],null,[u'USA'],['Bryan Foy'],null,"['Ann Codee', 'Frank Orth']",null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
178,tt0469019,Advance,Advance,null,movie,1941,6.2,null,5,null,[u'Black and White'],"[u'Short', u'War']",[u'German'],[u'German troop movement to the front lines in Russia--1941'],[u'Germany'],['Fritz Hippler'],null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
179,tt0469175,Russian Construction of Positions,Russian Construction of Positions,null,movie,1941,null,null,null,null,[u'Black and White'],"[u'Short', u'War']",[u'German'],"[u""Dipicts the Red Army's defensive belt and rather elaborate troop positioning against the Nazi invasion of Soviet territory in 1941.""]",[u'Germany'],['Fritz Hippler'],null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
180,tt0472045,Attack by Infantry and Armor Against a Village,Attack by Infantry and Armor Against a Village,null,movie,1941,null,null,null,null,[u'Black and White'],"[u'Short', u'War']",[u'German'],null,[u'Germany'],['Fritz Hippler'],null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
181,tt0472067,Construction of Positions,Construction of Positions,null,movie,1941,6.2,null,5,null,[u'Black and White'],"[u'Short', u'War']",[u'German'],null,[u'Germany'],['Fritz Hippler'],null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
182,tt0472110,Infantry on the Attack,Infantry on the Attack,null,movie,1941,6.8,null,6,null,[u'Black and White'],"[u'Short', u'War']",[u'German'],"[u'German Infantry and soldiers from the SS Tontenkopf, with the help of artillery, attack Soviet troop positions near the Valday Heights in the summer of 1941']",[u'Germany'],['Fritz Hippler'],null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
183,tt0472178,Shelter for the Fighting Troops or Those in Rest Areas,Shelter for the Fighting Troops or Those in Rest Areas,null,movie,1941,null,null,null,null,[u'Black and White'],"[u'Short', u'War']",[u'German'],null,[u'Germany'],null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
184,tt1006966,Luke Lugs Luggage,Luke Lugs Luggage,null,movie,1916,null,null,null,null,[u'Black and White'],"[u'Comedy', u'Short']",[u'English'],"[u'As a baggage handler at a terminal, Luke is led on a merry chase by a billy goat.']",[u'USA'],['Hal Roach'],null,"['Harold Lloyd', ""'Snub' Pollard"", 'Bebe Daniels', 'Gene Marsh']",null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
185,tt1111111,The Secret of Life on Earth,"Secret of Life on Earth, The",null,movie,1993,7.1,null,71,[u'42'],[u'Color'],"[u'Documentary', u'Short']",[u'English'],null,[u'USA'],['Adrian Warren'],['Desmond Hawkins'],['Patrick Stewart'],null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
186,tt1241334,null,null,null,movie,1913,null,null,null,null,[u'Black and White'],null,null,null,[u'Hungary'],null,"['Emil Fenyvessy', 'Ede Szigligeti']",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
187,tt1339121,Hei huo,Hei huo,null,movie,1993,null,null,null,null,[u'Color'],"[u'Crime', u'Drama']",[u'Mandarin'],"[u""Mengyu wants to go straight after inheriting his father's crime empire but evil police Captain Zhang pressures him to continue the criminal activities.""]",[u'China'],['Ni Li'],null,"['Jun Hu', 'Hongshen Jia', 'Lie Pao', 'Lizi Shen', 'Yitian Zou']",null,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,tt1698504,Buried Alive,Buried Alive,null,episode,2000,7.1,null,19,null,[u'Color'],"[u'Sci-Fi', u'Action', u'Drama']",[u'English'],"[u'A big disaster leads Frank to Backstep, but when he comes to, he finds the sphere is buried alive, and the project Backstep team cannot find him.']",[u'USA'],['Michael Vejar'],"['Christopher Crowe', 'Zachary Crowe', 'Stephen Beck']","['Jonathan LaPaglia', 'Don Franklin', 'Norman Lloyd', 'Justina Vail', 'Nick Searcy', 'Sam Whipple', 'Alan Scarfe', 'Michael MacRae', 'Tony Denman', 'Simon Longmore', 'Gerry Rousseau', 'Neil Schell', 'Catherine Lough Haggquist', 'Jay Tuzo', 'Howard Storey', 'Johnny Cuthbert', 'Gene Heck', 'Craig Shoemaker']",null,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,tt1698574,The Changing Ways of Love,"Changing Ways of Love, The",null,episode,1957,null,null,null,null,null,[u'Music'],null,null,null,['Sidney Lumet'],['S.J. Perelman'],"['John Crosby', 'Piper Laurie', 'Jason Robards', 'Rip Torn', 'Dick York']",null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,tt1706382,Art,Art,null,episode,1999,8.2,null,512,[u'UK:25'],[u'Color'],"[u'Action', u'Comedy']",[u'English'],"[u""Tim has been up all night playing Resident Evil and is still feeling the effects of some speed that he bought. Daisy has an interview at a new women's magazine publisher. Brian's ex-partner of performing art, Vulva, invites him to a showing of his newest performance piece. Daisy and Tim join him. Tim freaks out and starts seeing everyone as Zombies because of the mix of booze, speed, Twiglets (which make him violent) and the lack of sleep he's had. When Vuvla acts rudely towards Brian, Tim comes to the rescue with his hallucinations.""]",[u'UK'],['Edgar Wright'],"['Jessica Hynes', 'Simon Pegg']","['Jessica Hynes', 'Simon Pegg', 'Julia Deakin', 'Nick Frost', 'Mark Heap', 'Paul Kaye', 'Melissa Lloyd', 'Claire Rushbrook', 'David Walliams', 'Paul Haddad', 'Lucy Hoare', 'Nora Meyer', 'Brett Wilson']",null,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,tt1706463,Poetry & Music,Poetry & Music,null,episode,1992,null,null,null,null,null,"[u'Comedy', u'Family']",null,"[u'It\'s Christmas and Vince is in love, but he can\'t find the courage or words to speak to Donna Edwards, the object of his affection. Donna is a final year English student, and an expert in poetry. In an attempt to impress Donna, Vince tells her that he\'s an Oxbridge professor who is working at Spatz as part of a research project. The plan backfires, however, when Donna asks him to give her and her friends a lecture on \'Tintern Abbey\' by Wordsworth. Meanwhile, the Christmas spirit is eluding Karen, who is at war with the buskers in the mall outside. Her generosity doesn\'t extend to the staff either, whose Christmas party she has vetoed. But when she attacks what turns out to be the police force brass band, she is threatened with arrest - unless she lets the staff have their party. The festivities go ahead, and the misunderstandings between Vince and Donna are worked out. Karen is all set to go home when she is caught up in a conga line and swept into the arms of a waiting TJ, who is poised under the mistletoe dressed as Santa Claus. The final words of the whole series? ""Why Miss Hansson, you\'re beautiful!""', u'Vince is in love, the buskers are in trouble, and TJ and Karen are under the mistletoe.']",null,['Stan Swan'],"['Andrew Bethel', 'Grant Cathro', 'Lee Pressman']",null,null,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,tt1714754,Two Birthdays,Two Birthdays,null,episode,1974,null,null,null,null,[u'Color'],[u'Comedy'],[u'English'],null,[u'UK'],['Roger Race'],['Eric Sykes'],"['Eric Sykes', 'Hattie Jacques', 'Richard Wattis', 'Deryck Guyler', 'John Blythe']",null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,tt1720240,Decision Before Dawn,Decision Before Dawn,null,episode,1968,7.6,null,9,[u'30'],[u'Color'],[u'Comedy'],[u'English'],"[u""Ann receives notification that she has a residual check from an acting job down at the union office. She's expecting it to be a minimal amount in the realm of a couple of dollars. So she's shocked when she finds out it is for $743.62, which she believes makes her independently wealthy. When those around her bring her back down to earth in the realization that she can't yet retire, Ann receives a myriad of suggestions on what to do with her minor windfall. Her father thinks she should invest in stocks. Her mother thinks she should make a cultural investment in a piano. And Donald thinks she should travel. Ann, who has a sleepless night thinking about the issue, comes to the conclusion that she needs a new bed. But she also wants to please her loved ones by taking their advice. In achieving all these goals, what Ann decides to do with the money results in a slightly schizophrenic life and apartment, which ends up more closely resembling Grand Central Station."", u'Ann gets too much advice on what to do with the windfall in her latest paycheck.']",[u'USA'],['King Donovan'],"['Bill Persky', 'Sam Denoff', 'Jinx Kragen']","['Marlo Thomas', 'Ted Bessell', 'Lew Parker', 'Rosemary DeCamp', 'Woodrow Parfrey', 'Vic Tayback', 'Joe Higgins', 'Larry Storch']",null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,tt1830791,Sanctuary,Sanctuary,II,movie,1999,8.5,null,6,null,[u'Color'],"[u'Short', u'Adventure', u'Comedy', u'Romance']",[u'English'],[u'A guy on the run and a girl looking for adventure find themselves being protected by the last place either of them expected to end up this night.'],[u'USA'],['Christopher Flynn'],"['Christopher Flynn', 'Jaime C. George', 'Kyle McClamma', 'Dax Pearson']","[""Dan O'Brien"", 'Kristen Parks', 'Kirsten Sheen', 'John F. Henry II', 'Emilio San Martin', 'Ted Christino', 'Joy Christino', 'Brett Bowman', 'Tiffany Rowe', 'Roseanna Bragg', 'Kyle McClamma', 'Stephen E. Sellery', 'Jennifer Lischer', 'Moreland Nicholson', 'David Franci', 'Ninfa Chavez', 'Christopher Flynn']",null,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
195,tt1858564,null,null,null,episode,2005,6.5,null,8,null,null,[u'Documentary'],null,"[u'Who: Jean Prouv\xe9; What: Prefab house; Where: Presles, France']",null,null,null,null,null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,tt1894427,De snorrenbende,"snorrenbende, De",null,episode,2006,null,null,null,null,null,"[u'Adventure', u'Crime', u'Mystery']",null,"[u""The brother Robert, Albert and Philibert travel around in countless disguising including mustaches. They steal watches by switching them with cheap fakes and sell them as real ones to the public. When Robert targets jeweler Frans Glans and Mieke's granny, the dumb commissioner Emiel Migraine arrests the jeweler. Grandpa's invention computer Bliep is able to identify the mustached gang.""]",null,['Matthias Temmermans'],"['Hans Bourlon', 'Gert Verhulst']",null,null,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,tt1894553,The Zen of Chapteh,"Zen of Chapteh, The",null,episode,2002,null,null,null,null,null,[u'Comedy'],null,null,null,null,null,"['Gurmit Singh', 'Irene Ang', 'Pierre Png', 'Kheng Hua Tan', 'Afdlin Shauki']",null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,tt1908549,Andy Dick,Andy Dick,null,episode,2006,8.5,null,8,null,null,"[u'Comedy', u'Talk-Show']",null,null,null,null,null,"['Benjy Bronk', ""Gary Dell'Abate"", 'Andy Dick', 'Lucas Dick', 'Gregg Karmel', 'Artie Lange', 'Robin Quivers', 'Howard Stern']",null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199,tt1921130,1B,1B,null,episode,1976,null,null,null,null,[u'Color'],"[u'Family', u'Comedy']",[u'English'],null,[u'USA'],['Bob Schwarz'],null,null,null,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,tt2156707,Killing Us Softly,Killing Us Softly,null,movie,1979,7.9,null,43,[u'30'],[u'Color'],"[u'Documentary', u'Short']",[u'English'],null,[u'USA'],"['Margaret Lazarus', 'Renner Wunderlich']",null,['Jean Kilbourne'],null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201,tt2186358,Michelino Cucchiarella,Michelino Cucchiarella,null,movie,1964,null,null,null,[u'Italy:93'],[u'Black and White'],[u'Drama'],[u'Italian'],null,[u'Italy'],['Tiziano Longo'],"['Teresa Ferrone', 'Edoardo Mulargia']","['Maurizio Mazzei', 'Celso Faria', 'Vincenzo Musolino', 'Daniela Igliozzi', 'Carlo Reali', 'Hubert Salomon', 'Ivy Holzer', 'Barbara Loy']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,tt2415484,null,null,null,movie,2004,7.0,null,11,null,[u'Color'],[u'Documentary'],[u'Swedish'],"[u'Six new Swedish directors give us their views of the big day when school is finally over.. ""Alla bara f\xf6rsvinner"" (Everybody just disappears) is a documentary that follows 24 hours of five students from different parts of Sweden as they prepare for and celebrate their big day. The day when you step out into the real world, the grown-up\'s world.']",[u'Sweden'],"['Kajsa Eldin', 'Pil Maria Gunnarsson', 'Molly Hartleb', 'Osmond Karim', 'Kristina Kjellin', 'Ted Kjellsson', 'John Lindgren', 'Kalle Lindgren']","['Kajsa Eldin', 'Pil Maria Gunnarsson', 'Molly Hartleb', 'Osmond Karim', 'Ted Kjellsson', 'John Lindgren', 'Kalle Lindgren']","['Samuel Hedlund', 'Tobias Johansson', 'Sofia Kuajara', 'Stina Norrman', 'Robert Rich']",null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,tt2506818,Episode #1.3,Episode #1.3,null,episode,1999,null,null,null,null,null,[u'Documentary'],null,null,null,null,null,"['Matthew Kelly', 'Marilyn', 'Vivian Nicholson', 'Chris Quinten', 'Diane Youdale Mayhew']",null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,tt2781030,Gazapkhulis stumrebi,Gazapkhulis stumrebi,null,movie,1949,null,null,null,null,"[u'Color', u'Black and White']","[u'Animation', u'Short']",[u'Georgian'],null,[u'Soviet Union'],['Vladimer Mujiri'],['Lado Karsanidze'],null,null,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205,tt2833806,Episode dated 12 July 2006,Episode dated 12 July 2006,null,episode,2006,null,null,null,null,[u'Color'],"[u'Drama', u'Mystery', u'Romance']",[u'Portuguese'],null,[u'Brazil'],null,null,null,null,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
206,tt3007944,Fighting Odds,Fighting Odds,null,movie,1917,null,null,null,[u'USA:50'],[u'Black and White'],[u'Drama'],[u'English'],[u'A woman determines to clear her imprisoned husband of false charges by entrapping the real culprit herself.'],[u'USA'],['Allan Dwan'],"['Irvin S. Cobb', 'Roi Cooper Megrue']","['William T. Carleton', 'Henry Clive', 'Charles Dalton', 'Maxine Elliott', 'Eric Hudson', 'Regan Hughston', 'George Odell']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
